nypd_pct_cd,call_type,.model,sigma2,log_lik,AIC,AICc,BIC,MSE,AMSE,MAE,lb_stat,lb_pvalue,ar_roots_str,ma_roots_str
1,Non CIP,mint_arima,935.3213162430103,-6139.557100544518,12291.114201089036,12291.180762103299,12321.990107895323,NA,NA,NA,90.25534254121487,4.440892098500626e-16,,0.923191073269055+0.669384963864323i|-0.858031425110112+0.751092578271694i|-0.541331165110316-1.00365260787367i|0.923191073269055-0.669384963864323i|0.447172745422186+1.0489969129425i|-1.12220166717136+0.202537418293811i|0.052253980710423-1.13913454390218i|1.07124640065271+6.76115955188884e-16i|0.0522539807104232+1.13913454390218i|-1.12220166717136-0.202537418293811i|0.447172745422187-1.0489969129425i|1.09894645799013+0.304425146928213i|-0.541331165110315+1.00365260787367i|-0.858031425110112-0.751092578271694i|1.09894645799013-0.304425146928213i|-1.49862062469766+2.485405420493i|-1.49862062469766-2.485405420493i
1,<aggregated>,mint_arima,988.8649405676583,-6174.905308254925,12361.81061650985,12361.877177524113,12392.686523316137,NA,NA,NA,92.6136002624483,1.1102230246251565e-16,,0.917992731622528+0.667261628689238i|-0.854804586542795+0.7464970564297i|-0.53756890172724-0.999484073073991i|0.917992731622528-0.667261628689238i|0.446259386531289+1.04345641804798i|-1.11659684257796+0.202879835315743i|0.0506729579949489-1.13374643891871i|1.07065615090328+5.41136162687416e-16i|0.0506729579949487+1.13374643891871i|-1.11659684257796-0.202879835315744i|0.446259386531289-1.04345641804798i|1.09404525469923+0.301684797599929i|-0.53756890172724+0.999484073073991i|-0.854804586542795-0.7464970564297i|1.09404525469923-0.301684797599929i|-1.40549139816765+2.49707450098929i|-1.40549139816765-2.49707450098929i
1,CIP,mint_ets,0.055264144973611595,-6644.900646636483,13309.801293272965,13309.976035131584,13361.269015067492,27.936391667929932,28.245292780132978,0.18488865372686225,16.56709527662798,0.034946180104809765,,
1,Non CIP,mint_ets,0.009300516679216232,-8805.532623689664,17631.065247379327,17631.239989237944,17682.53296917385,833.0636780140057,906.9878923620583,0.07473639462496595,81.79568737380679,2.120525977034049e-14,,
1,<aggregated>,mint_ets,0.008483471920340158,-8839.717499412785,17699.43499882557,17699.609740684187,17750.9027206201,876.6209055255356,951.2631514583215,0.07112945384364651,78.4743815478311,9.914291609902648e-14,,
1,CIP,mint_weather,27.932502327518517,-3908.940014783222,7841.880029566444,7842.128437209756,7903.631843179017,NA,NA,NA,14.734509937839402,0.06451803021818958,14.7374649328591+0i,1.05509838285002+0i
1,Non CIP,mint_weather,827.6560084995712,-6057.136954413556,12144.273908827112,12144.656989433655,12221.463675842828,NA,NA,NA,37.399951879969116,9.714187138021302e-6,,0.981992806955649+0.720852356999348i|-0.921293039942875+0.796967457338734i|-0.571978831564567-1.07553624287896i|0.981992806955635-0.720852356999344i|0.48426512685857+1.11777693678695i|-1.19751106357774+0.223394821142029i|0.0486774337221092-1.21719698527i|1.11378657924629+1.23053640452002e-14i|0.048677433722094+1.21719698527i|-1.19751106357773-0.223394821142038i|0.484265126858568-1.11777693678694i|1.17584756754884+0.318308798800163i|-0.571978831564572+1.07553624287895i|-0.921293039942871-0.796967457338735i|1.17584756754884-0.318308798800183i|-1.51890616724071+2.92321555759271i|-1.51890616724071-2.92321555759271i
1,<aggregated>,mint_weather,869.5148788936131,-6088.978454734934,12205.956909469867,12206.291837699533,12278.00069201787,NA,NA,NA,36.799916070417986,1.2526131798473727e-5,0.725424686877432+0.909653785305685i|-1.0482690445553+0.50481976553945i|-0.782809436131593-0.981611984857123i|1.13119240980723-0.544753553550886i|0.279381453102396+1.22405012388145i|-1.25552885355606-9.84302841988536e-17i|-0.258901073213555-1.13431971672058i|1.16349086178284-1.5960493594347e-15i|-0.258901073213554+1.13431971672058i|-1.0482690445553-0.50481976553945i|0.72542468687743-0.909653785305681i|1.13119240980723+0.544753553550884i|-0.782809436131592+0.981611984857123i|0.279381453102398-1.22405012388145i|3.6045012038274+5.32542658395324e-16i,1.10753375429216+0i
5,CIP,arima_weather,14.727074913388247,-3501.915151553938,7031.830303107876,7032.165231337541,7103.874085655877,NA,NA,NA,9.800324544352582,0.2793212185982933,1.02652564235355+0.494348694912565i|-0.710377785687525+0.890785568008819i|-0.710377785687543-0.89078556800881i|1.02652564235355-0.494348694912575i|0.253530896354297+1.11079143459288i|-1.13935750604062+1.11748269941541e-14i|0.253530896354285-1.11079143459289i,1.01217633883804+0.487438434541929i|-0.700447759551864+0.878333709082739i|-0.700447759551863-0.878333709082739i|1.01217633883804-0.487438434541929i|0.249986911058432+1.09526422048368i|-1.12343098068916+5.58570117242807e-15i|0.249986911058394-1.09526422048365i|1.04266823558968-3.95939709837325e-14i|-24.019060460847+3.46002788189312e-16i
5,Non CIP,arima_weather,391.704477999111,-5582.486074068516,11196.972148137032,11197.406652929365,11279.307899620462,NA,NA,NA,9.485904084147132,0.3029761635398105,0.630016610355403+0.790804758725749i|0.630016610355403-0.790804758725749i|12.2296690834966+0i,0.650632527177264+0.824213434664558i|0.650632527177266-0.824213434664562i|1.17234873205151+3.15738539784593e-15i
5,<aggregated>,arima_weather,408.24574016697244,-5609.155479290106,11248.310958580212,11248.694039186756,11325.500725595928,NA,NA,NA,10.686262315635032,0.22011738828980698,0.633994192951879+0.795954663686341i|0.633994192951879-0.795954663686341i,0.661288492424207+0.84503796395467i|0.661288492424207-0.84503796395467i|1.2157692663153+0i
5,CIP,base_arima,15.140177025410368,-3522.885839965376,7059.771679930752,7059.860498328849,7095.793571204753,NA,NA,NA,8.192751019863808,0.4148718621776303,-1.04998865221064+0.513919320115021i|-1.04998865221064-0.513919320115021i,1.05350307319613-6.06364417159752e-18i|-1.01564516646755+0.506290467889481i|-1.01564516646755-0.506290467889481i|1.30688601946087-0.629363136646756i|0.322774191190343+1.41416613137691i|-1.45053404842221+3.3834731078073e-18i|-0.904393186440116-1.13407318544829i|1.30688601946087+0.629363136646761i|-0.904393186440113+1.13407318544829i|0.322774191190352-1.41416613137691i
5,Non CIP,base_arima,437.66038525145404,-5657.768725651944,11327.537451303888,11327.60401231815,11358.413358110174,NA,NA,NA,69.18937769843241,7.1247452382294796e-12,,0.9134452742283+0.67503812335489i|-0.861374203784782+0.740333180430703i|-0.530097689604168-1.00451738485147i|0.913445274228301-0.675038123354889i|0.454852812706262+1.0407534077608i|-1.11587381962041+0.211859282728596i|0.0417577563324051-1.13503965868096i|1.06650059969271-1.21967979645961e-14i|0.0417577563324072+1.13503965868097i|-1.11587381962041-0.211859282728593i|0.454852812706257-1.0407534077608i|1.09728986974239+0.29328088712571i|-0.530097689604173+1.00451738485147i|-0.861374203784784-0.740333180430707i|1.09728986974238-0.293280887125704i|-1.7936404982374+3.37984782309552i|-1.7936404982374-3.37984782309552i
5,<aggregated>,base_arima,457.589438766694,-5685.991274102205,11383.98254820441,11384.049109218673,11414.858455010697,NA,NA,NA,89.31538318687197,6.661338147750939e-16,0.743652246383518+0.932510421978704i|-1.07460863119146+0.517504241933308i|-0.265406413883037-1.16282147646141i|0.743652246383518-0.932510421978704i|-0.265406413883037+1.16282147646141i|-1.0915775098097+2.79924548313374e-16i|-1.07460863119146-0.517504241933308i|1.19272559738193+1.59680821625215e-14i|3.7427163662435-1.61627730017804e-14i,1.06074037852098+0i|-1.12759421041292+0i
5,CIP,base_ets,14.931171572478675,-6250.375748821786,12520.751497643572,12520.92623950219,12572.219219438099,14.825360120390238,14.9042831903736,3.0374515428662905,12.50333421414672,0.13011945958306514,,
5,Non CIP,base_ets,0.010727513157663113,-8357.6861010258,16735.3722020516,16735.546943910216,16786.839923846128,412.56347319727274,432.4268334417669,0.08120623761167724,73.42146825495878,1.020739048840369e-12,,
5,<aggregated>,base_ets,0.009908141182214203,-8384.762596260876,16789.525192521753,16789.69993438037,16840.99291431628,429.8961015901411,451.0170588264482,0.07766289033479745,71.40096143218,2.5841551121175144e-12,,
5,CIP,mint_arima,15.140177025410368,-3522.885839965376,7059.771679930752,7059.860498328849,7095.793571204753,NA,NA,NA,8.192751019863808,0.4148718621776303,-1.04998865221064+0.513919320115021i|-1.04998865221064-0.513919320115021i,1.05350307319613-6.06364417159752e-18i|-1.01564516646755+0.506290467889481i|-1.01564516646755-0.506290467889481i|1.30688601946087-0.629363136646756i|0.322774191190343+1.41416613137691i|-1.45053404842221+3.3834731078073e-18i|-0.904393186440116-1.13407318544829i|1.30688601946087+0.629363136646761i|-0.904393186440113+1.13407318544829i|0.322774191190352-1.41416613137691i
5,Non CIP,mint_arima,437.66038525145404,-5657.768725651944,11327.537451303888,11327.60401231815,11358.413358110174,NA,NA,NA,69.18937769843241,7.1247452382294796e-12,,0.9134452742283+0.67503812335489i|-0.861374203784782+0.740333180430703i|-0.530097689604168-1.00451738485147i|0.913445274228301-0.675038123354889i|0.454852812706262+1.0407534077608i|-1.11587381962041+0.211859282728596i|0.0417577563324051-1.13503965868096i|1.06650059969271-1.21967979645961e-14i|0.0417577563324072+1.13503965868097i|-1.11587381962041-0.211859282728593i|0.454852812706257-1.0407534077608i|1.09728986974239+0.29328088712571i|-0.530097689604173+1.00451738485147i|-0.861374203784784-0.740333180430707i|1.09728986974238-0.293280887125704i|-1.7936404982374+3.37984782309552i|-1.7936404982374-3.37984782309552i
5,<aggregated>,mint_arima,457.589438766694,-5685.991274102205,11383.98254820441,11384.049109218673,11414.858455010697,NA,NA,NA,89.31538318687197,6.661338147750939e-16,0.743652246383518+0.932510421978704i|-1.07460863119146+0.517504241933308i|-0.265406413883037-1.16282147646141i|0.743652246383518-0.932510421978704i|-0.265406413883037+1.16282147646141i|-1.0915775098097+2.79924548313374e-16i|-1.07460863119146-0.517504241933308i|1.19272559738193+1.59680821625215e-14i|3.7427163662435-1.61627730017804e-14i,1.06074037852098+0i|-1.12759421041292+0i
5,CIP,mint_ets,14.931171572478675,-6250.375748821786,12520.751497643572,12520.92623950219,12572.219219438099,14.825360120390238,14.9042831903736,3.0374515428662905,12.50333421414672,0.13011945958306514,,
5,Non CIP,mint_ets,0.010727513157663113,-8357.6861010258,16735.3722020516,16735.546943910216,16786.839923846128,412.56347319727274,432.4268334417669,0.08120623761167724,73.42146825495878,1.020739048840369e-12,,
5,<aggregated>,mint_ets,0.009908141182214203,-8384.762596260876,16789.525192521753,16789.69993438037,16840.99291431628,429.8961015901411,451.0170588264482,0.07766289033479745,71.40096143218,2.5841551121175144e-12,,
5,CIP,mint_weather,14.727074913388247,-3501.915151553938,7031.830303107876,7032.165231337541,7103.874085655877,NA,NA,NA,9.800324544352582,0.2793212185982933,1.02652564235355+0.494348694912565i|-0.710377785687525+0.890785568008819i|-0.710377785687543-0.89078556800881i|1.02652564235355-0.494348694912575i|0.253530896354297+1.11079143459288i|-1.13935750604062+1.11748269941541e-14i|0.253530896354285-1.11079143459289i,1.01217633883804+0.487438434541929i|-0.700447759551864+0.878333709082739i|-0.700447759551863-0.878333709082739i|1.01217633883804-0.487438434541929i|0.249986911058432+1.09526422048368i|-1.12343098068916+5.58570117242807e-15i|0.249986911058394-1.09526422048365i|1.04266823558968-3.95939709837325e-14i|-24.019060460847+3.46002788189312e-16i
5,Non CIP,mint_weather,391.704477999111,-5582.486074068516,11196.972148137032,11197.406652929365,11279.307899620462,NA,NA,NA,9.485904084147132,0.3029761635398105,0.630016610355403+0.790804758725749i|0.630016610355403-0.790804758725749i|12.2296690834966+0i,0.650632527177264+0.824213434664558i|0.650632527177266-0.824213434664562i|1.17234873205151+3.15738539784593e-15i
5,<aggregated>,mint_weather,408.24574016697244,-5609.155479290106,11248.310958580212,11248.694039186756,11325.500725595928,NA,NA,NA,10.686262315635032,0.22011738828980698,0.633994192951879+0.795954663686341i|0.633994192951879-0.795954663686341i,0.661288492424207+0.84503796395467i|0.661288492424207-0.84503796395467i|1.2157692663153+0i
6,CIP,arima_weather,22.113957411586885,-3761.680402512087,7551.360805024174,7551.695466378756,7623.415615536511,NA,NA,NA,5.752488774603341,0.674934248628821,1.04001960556182+0i,1.08444839517187+0i|-14.5375853676638+0i
6,Non CIP,arima_weather,464.6700302543207,-5690.930612680575,11413.86122536115,11414.295730153483,11496.19697684458,NA,NA,NA,14.907694246181668,0.06096533440006191,0.630755285980151+0.790942111390206i|-0.911467796648522+0.43893975672635i|-0.225113955217485-0.986288680624816i|0.630755285980151-0.790942111390206i|-0.225113955217485+0.986288680624816i|-0.911467796648522-0.43893975672635i|1.01165293177171+2.14238886980356e-16i|4.43561560355742-1.47482172134078e-16i,0.640790326969473+0.803525654777635i|-0.925968851024311+0.445923096459678i|-0.228695419880703-1.00198010257143i|0.640790326969471-0.803525654777637i|-0.228695419880704+1.00198010257143i|-0.925968851024312-0.445923096459678i|1.0277478878711+2.71673404828673e-14i|1.1207905373494-2.42150740178018e-14i|1.35881264816281+7.3492916417798i|1.35881264816281-7.3492916417798i
6,<aggregated>,arima_weather,499.3278786430064,-5736.981225055188,11503.962450110375,11504.345530716919,11581.152217126091,NA,NA,NA,15.35323274426546,0.05263020893995929,0.631797758545488+0.792249330640239i|-0.912974213151583+0.439665208679577i|-0.225486009368444-0.987918756367194i|0.631797758545492-0.792249330640229i|-0.225486009368442+0.987918756367189i|-0.912974213151578-0.439665208679578i|1.01332492794907-5.11994458293437e-15i|4.03409642606654+5.12846262310483e-16i|-15.4390540681743+4.358803456373e-17i,0.641688538586+0.804651976519587i|-0.927266804416438+0.446548157869721i|-0.229015987895134-1.00338460281087i|0.641688538585999-0.804651976519587i|-0.229015987895134+1.00338460281087i|-0.927266804416438-0.446548157869721i|1.02918850745114+3.10424536155269e-15i|1.11669025800562-2.64933198458683e-15i
6,CIP,base_arima,24.023391205588243,-3818.6083702438136,7649.216740487627,7649.283248801166,7680.097373564343,NA,NA,NA,12.626792701585702,0.1253519837790692,1.01214251157687+0i,1.0728655791903+9.91320817005981e-15i|-0.952434609972728+1.19431522512305i|-0.952434609972727-1.19431522512305i|1.37630788785963-0.662794946457797i|0.339919976736792+1.48928672613767i|-1.52758650924739-2.22644926798156e-15i|0.339919976736796-1.48928672613768i|1.37630788785963+0.662794946457793i|-12.1469474265308+2.19408487679329e-16i
6,Non CIP,base_arima,504.9764663772305,-5749.075579758781,11508.151159517562,11508.198665455804,11533.881081856134,NA,NA,NA,32.82646122986473,6.618352289022855e-5,0.686501462696896+0.86084560596934i|-0.992023355980275+0.477733269504366i|-0.24500953533848-1.07345691259357i|1.09331503223751-0.52651276988632i|-1.21348813614714-8.7248686889027e-19i|-0.756597477564307-0.948743228441289i|1.10106285724372-2.59252347137319e-17i|-0.24500953533848+1.07345691259357i|-0.992023355980275-0.477733269504366i|0.686501462696896-0.86084560596934i|1.09331503223751+0.52651276988632i|0.270026513400366+1.18306345503134i|-0.756597477564302+0.948743228441291i|0.27002651340037-1.18306345503135i|4.27905630320423+6.77162709604229e-16i,1.07474171012678+0i
6,<aggregated>,base_arima,545.5050131549297,-5798.050836391278,11606.101672782555,11606.149178720798,11631.831595121128,NA,NA,NA,29.611039875828208,2.475831901453951e-4,0.687765551175998+0.86243072278543i|-0.993850016757323+0.478612942971764i|-0.245460683293322-1.07543352093274i|1.09423377116579-0.52695521123549i|0.270253423176797+1.18405761171878i|-1.21450785942618+2.30529849220113e-17i|-0.7572332646295-0.94954048020424i|1.10309029774929-2.28907689380159e-16i|-0.245460683293321+1.07543352093274i|-0.993850016757323-0.478612942971764i|0.687765551175997-0.862430722785429i|1.09423377116579+0.52695521123549i|-0.757233264629501+0.94954048020424i|0.270253423176798-1.18405761171878i|4.29181298624377+0i,1.073407777019+0i
6,CIP,base_ets,0.09281082173197619,-6513.241063112058,13052.482126224117,13052.771935141314,13119.390164557,22.874295512673157,23.125855940568265,0.2352493782269337,12.631296963835007,0.12518094218819542,,
6,Non CIP,base_ets,0.013761221309601716,-8439.230343392075,16898.46068678415,16898.635428642767,16949.92840857868,479.48029688219265,502.57918586056786,0.09256849027096321,37.5467551815295,9.12742121872423e-6,,
6,<aggregated>,base_ets,0.012697735146414757,-8493.145987323476,17006.291974646952,17006.46671650557,17057.759696441477,521.9055523882513,546.448631214035,0.08802339833327398,43.521095598340736,7.006353447414071e-7,,
6,CIP,mint_arima,24.023391205588243,-3818.6083702438136,7649.216740487627,7649.283248801166,7680.097373564343,NA,NA,NA,12.626792701585702,0.1253519837790692,1.01214251157687+0i,1.0728655791903+9.91320817005981e-15i|-0.952434609972728+1.19431522512305i|-0.952434609972727-1.19431522512305i|1.37630788785963-0.662794946457797i|0.339919976736792+1.48928672613767i|-1.52758650924739-2.22644926798156e-15i|0.339919976736796-1.48928672613768i|1.37630788785963+0.662794946457793i|-12.1469474265308+2.19408487679329e-16i
6,Non CIP,mint_arima,504.9764663772305,-5749.075579758781,11508.151159517562,11508.198665455804,11533.881081856134,NA,NA,NA,32.82646122986473,6.618352289022855e-5,0.686501462696896+0.86084560596934i|-0.992023355980275+0.477733269504366i|-0.24500953533848-1.07345691259357i|1.09331503223751-0.52651276988632i|-1.21348813614714-8.7248686889027e-19i|-0.756597477564307-0.948743228441289i|1.10106285724372-2.59252347137319e-17i|-0.24500953533848+1.07345691259357i|-0.992023355980275-0.477733269504366i|0.686501462696896-0.86084560596934i|1.09331503223751+0.52651276988632i|0.270026513400366+1.18306345503134i|-0.756597477564302+0.948743228441291i|0.27002651340037-1.18306345503135i|4.27905630320423+6.77162709604229e-16i,1.07474171012678+0i
6,<aggregated>,mint_arima,545.5050131549297,-5798.050836391278,11606.101672782555,11606.149178720798,11631.831595121128,NA,NA,NA,29.611039875828208,2.475831901453951e-4,0.687765551175998+0.86243072278543i|-0.993850016757323+0.478612942971764i|-0.245460683293322-1.07543352093274i|1.09423377116579-0.52695521123549i|0.270253423176797+1.18405761171878i|-1.21450785942618+2.30529849220113e-17i|-0.7572332646295-0.94954048020424i|1.10309029774929-2.28907689380159e-16i|-0.245460683293321+1.07543352093274i|-0.993850016757323-0.478612942971764i|0.687765551175997-0.862430722785429i|1.09423377116579+0.52695521123549i|-0.757233264629501+0.94954048020424i|0.270253423176798-1.18405761171878i|4.29181298624377+0i,1.073407777019+0i
6,CIP,mint_ets,0.09281082173197619,-6513.241063112058,13052.482126224117,13052.771935141314,13119.390164557,22.874295512673157,23.125855940568265,0.2352493782269337,12.631296963835007,0.12518094218819542,,
6,Non CIP,mint_ets,0.013761221309601716,-8439.230343392075,16898.46068678415,16898.635428642767,16949.92840857868,479.48029688219265,502.57918586056786,0.09256849027096321,37.5467551815295,9.12742121872423e-6,,
6,<aggregated>,mint_ets,0.012697735146414757,-8493.145987323476,17006.291974646952,17006.46671650557,17057.759696441477,521.9055523882513,546.448631214035,0.08802339833327398,43.521095598340736,7.006353447414071e-7,,
6,CIP,mint_weather,22.113957411586885,-3761.680402512087,7551.360805024174,7551.695466378756,7623.415615536511,NA,NA,NA,5.752488774603341,0.674934248628821,1.04001960556182+0i,1.08444839517187+0i|-14.5375853676638+0i
6,Non CIP,mint_weather,464.6700302543207,-5690.930612680575,11413.86122536115,11414.295730153483,11496.19697684458,NA,NA,NA,14.907694246181668,0.06096533440006191,0.630755285980151+0.790942111390206i|-0.911467796648522+0.43893975672635i|-0.225113955217485-0.986288680624816i|0.630755285980151-0.790942111390206i|-0.225113955217485+0.986288680624816i|-0.911467796648522-0.43893975672635i|1.01165293177171+2.14238886980356e-16i|4.43561560355742-1.47482172134078e-16i,0.640790326969473+0.803525654777635i|-0.925968851024311+0.445923096459678i|-0.228695419880703-1.00198010257143i|0.640790326969471-0.803525654777637i|-0.228695419880704+1.00198010257143i|-0.925968851024312-0.445923096459678i|1.0277478878711+2.71673404828673e-14i|1.1207905373494-2.42150740178018e-14i|1.35881264816281+7.3492916417798i|1.35881264816281-7.3492916417798i
6,<aggregated>,mint_weather,499.3278786430064,-5736.981225055188,11503.962450110375,11504.345530716919,11581.152217126091,NA,NA,NA,15.35323274426546,0.05263020893995929,0.631797758545488+0.792249330640239i|-0.912974213151583+0.439665208679577i|-0.225486009368444-0.987918756367194i|0.631797758545492-0.792249330640229i|-0.225486009368442+0.987918756367189i|-0.912974213151578-0.439665208679578i|1.01332492794907-5.11994458293437e-15i|4.03409642606654+5.12846262310483e-16i|-15.4390540681743+4.358803456373e-17i,0.641688538586+0.804651976519587i|-0.927266804416438+0.446548157869721i|-0.229015987895134-1.00338460281087i|0.641688538585999-0.804651976519587i|-0.229015987895134+1.00338460281087i|-0.927266804416438-0.446548157869721i|1.02918850745114+3.10424536155269e-15i|1.11669025800562-2.64933198458683e-15i
7,CIP,arima_weather,13.426138026818135,-3443.7861908841037,6913.572381768207,6913.862421608845,6980.470179848495,NA,NA,NA,10.617599056028926,0.22432177477728588,20.6553766920351+0i,1.31998552778833+0.635671527376117i|-0.913458327470506+1.14544051275572i|-0.913458327470506-1.14544051275572i|1.0362636452019-7.17785974164746e-16i|0.326009502565954+1.42834095667807i|-1.46507340576755+3.4949884685381e-15i|0.326009502565943-1.42834095667807i|1.31998552778834-0.635671527376118i
7,Non CIP,arima_weather,471.51520120811574,-5700.362442530499,11432.724885060998,11433.15938985333,11515.060636544427,NA,NA,NA,8.810023045449546,0.3585749335343774,0.629915354809472+0.789888871015808i|-0.910254060940726+0.438355252415535i|-0.224814187253356-0.98497531136013i|0.629915354809478-0.789888871015806i|-0.224814187253358+0.984975311360127i|-0.910254060940725-0.438355252415538i|1.01030578676921+3.45921942766693e-15i,0.641581584132649+0.804517859877149i|-0.927112250753386+0.446473728748352i|-0.22897781629268-1.00321736209323i|0.641581584132649-0.804517859877149i|-0.22897781629268+1.00321736209323i|-0.927112250753386-0.446473728748352i|1.02901696582683+2.41426425529598e-14i|1.11241777074467-2.2858782280553e-14i|0.0678157452651889+2.61740866312966i|-3.20606955971283-2.02981444575502e-16i|0.0678157452651885-2.61740866312966i
7,<aggregated>,arima_weather,475.2983617106906,-5705.359307327419,11442.718614654837,11443.15311944717,11525.054366138267,NA,NA,NA,10.45858038690885,0.2343023207770325,0.630632075182473+0.790787609936745i|-0.911289751887298+0.438854014888333i|-0.225069981792914-0.986096020463605i|0.630632075182479-0.790787609936743i|-0.225069981792916+0.986096020463603i|-0.911289751887296-0.438854014888336i|1.01145531699547+3.54698341565902e-15i,0.642735963639834+0.80596540599377i|-0.928780377472729+0.447277056237342i|-0.229389809568774-1.0050224225761i|0.642735963639834-0.80596540599377i|-0.229389809568774+1.0050224225761i|-0.928780377472729-0.447277056237342i|1.03086844680336+1.3232717373097e-14i|1.11329897958119-1.28318059617683e-14i|0.100076566415181+2.59758780670963i|-3.16466079766736-2.67113466980909e-16i|0.10007656641518-2.59758780670964i
7,CIP,base_arima,13.993137242065128,-3473.9323667997937,6957.8647335995875,6957.91223953783,6983.594655938159,NA,NA,NA,10.898618530102278,0.20751005409030088,,0.998787437551518+0.746408241609486i|-0.94994534205544+0.807654292169902i|-0.576021988108264-1.10584821642443i|1.04557762959204+6.27088320639608e-16i|0.505443115199835+1.13983721024116i|-1.22373078566363+0.239132960447426i|0.039168319474104-1.24626138963817i|1.20629924360187-0.31550553630454i|0.0391683194740942+1.24626138963816i|-1.22373078566362-0.239132960447432i|0.505443115199843-1.13983721024114i|1.20629924360189+0.315505536304513i|-0.576021988108256+1.10584821642443i|-0.949945342055435-0.807654292169893i|0.998787437551495-0.746408241609467i|-16.9946382751082+1.69187318743913e-16i
